Entity,Account Name,Account ID,Property ID,Property Name
Department of Health and Aged Care (DoHAC),DOHAC-Medical Costs Finder (MCF),280177392,474500725,MCF test property 
Department of Health and Aged Care (DoHAC),DOHAC-Medical Services Advisory Committee - MSAC,231465297,318750673,
Department of Health and Aged Care (DoHAC),DOHAC-National Sport Tribunal,158521374,316718229,
Department of Health and Aged Care (DoHAC),DOHAC-Office of the Gene Technology Regulator (OGTR),205473579,283578599,
Department of Health and Aged Care (DoHAC),DOHAC-Pharmaceutical Benefits Scheme,179094047,376225807,
Department of Health and Aged Care (DoHAC),DOHAC-Pharmaceutical Benefits Scheme,179094047,376247489,
Department of Health and Aged Care (DoHAC),DOHAC-Pharmaceutical Benefits Scheme,179094047,379487030,
Department of Health and Aged Care (DoHAC),DOHAC-Toilet Map,231499841,318740970,
Department of Health and Aged Care (DoHAC),DOHAC-Toilet Map,231499841,431414299,
Department of Health and Aged Care (DoHAC),Health Business Systems,347342953,479925131,
Department of Health and Aged Care (DoHAC),NMHC,35089076,273543370,
Department of Health and Aged Care (DoHAC),NMHC,35089076,313512885,
Department of Health and Aged Care (DoHAC),NMHC,35089076,370804446,
Department of Home Affairs,Home Affairs,61305954,242931913,
Department of Home Affairs,Home Affairs,61305954,251405825,
Department of Home Affairs,Home Affairs,61305954,256451471,
Department of Home Affairs,Home Affairs,61305954,256926522,
Department of Home Affairs,Home Affairs,61305954,266524564,
Department of Home Affairs,Home Affairs,61305954,269617294,
Department of Home Affairs,Home Affairs,61305954,275094440,
Department of Home Affairs,Home Affairs,61305954,279957657,
Department of Home Affairs,Home Affairs,61305954,286959558,
Department of Home Affairs,Home Affairs,61305954,295324518,
Department of Home Affairs,Home Affairs,61305954,309522190,
Department of Home Affairs,Home Affairs,61305954,309900406,
Department of Home Affairs,Home Affairs,61305954,321494575,
Department of Home Affairs,Home Affairs,61305954,321509364,
Department of Home Affairs,Home Affairs,61305954,322622894,
Department of Home Affairs,Home Affairs,61305954,322674721,
Department of Home Affairs,Home Affairs,61305954,322678153,
Department of Home Affairs,Home Affairs,61305954,322686551,
Department of Home Affairs,Home Affairs,61305954,322699180,
Department of Home Affairs,Home Affairs,61305954,322716744,
Department of Home Affairs,Home Affairs,61305954,349717068,
Department of Home Affairs,Home Affairs,61305954,354367457,
Department of Home Affairs,Home Affairs,61305954,361831835,
Department of Home Affairs,Home Affairs,61305954,361845404,
Department of Home Affairs,Home Affairs,61305954,361849521,
Department of Home Affairs,Home Affairs,61305954,362090252,
Department of Home Affairs,Home Affairs,61305954,365569029,
Department of Home Affairs,Home Affairs,61305954,371177840,
Department of Home Affairs,Home Affairs,61305954,371783670,
Department of Home Affairs,Home Affairs,61305954,371800979,
Department of Home Affairs,Home Affairs,61305954,371802111,
Department of Home Affairs,Home Affairs,61305954,371806966,
Department of Home Affairs,Home Affairs,61305954,371807385,
Department of Home Affairs,Home Affairs,61305954,382814679,
Department of Home Affairs,Home Affairs,61305954,384063113,
Department of Home Affairs,Home Affairs,61305954,384069242,
Department of Home Affairs,Home Affairs,61305954,384086063,
Department of Home Affairs,Home Affairs,61305954,387328271,
Department of Home Affairs,Home Affairs,61305954,387348377,
Department of Home Affairs,Home Affairs,61305954,403057972,
Department of Home Affairs,Home Affairs,61305954,410486785,
Department of Home Affairs,Home Affairs,61305954,413993485,
Department of Home Affairs,Home Affairs,61305954,423336178,
Department of Home Affairs,Home Affairs,61305954,441529072,
Department of Home Affairs,Home Affairs,61305954,447188711,
Department of Home Affairs,Home Affairs,61305954,453232125,
Department of Home Affairs,Home Affairs,61305954,460418811,
Department of Home Affairs,Home Affairs,61305954,461259946,
Department of Home Affairs,Home Affairs,61305954,479616018,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,258599705,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,258616367,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,294969296,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,309891898,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,309919813,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,316907159,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,316910069,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,322692732,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,322725752,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,325974677,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,330665213,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,334821657,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,334839025,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,335447808,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,335499743,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,336393324,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,340674378,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,348511785,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,361846951,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,361849556,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,361860148,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,379536242,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,379539476,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,382160347,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,384654596,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,385371038,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,385993256,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,458004179,
"Department of Industry, Science and Resources (DISR)","Department of Industry, Science and Resources (DISR)",23075932,464667707,
"Department of Industry, Science and Resources (DISR)",DISR | Questacon,2091368,312118974,
"Department of Industry, Science and Resources (DISR)",DISR | Questacon,2091368,342218145,
Department of Social Services (DSS),Department of Social Services,6986514,252692081,
Department of Social Services (DSS),Department of Social Services,6986514,271444050,
Department of Social Services (DSS),Department of Social Services,6986514,313209316,
Department of Social Services (DSS),Department of Social Services,6986514,354370126,
Department of Social Services (DSS),Department of Social Services,6986514,354438721,
Department of Social Services (DSS),Department of Social Services,6986514,354447246,
Department of Social Services (DSS),Department of Social Services,6986514,354501003,
Department of Social Services (DSS),Department of Social Services,6986514,354503288,
Department of Social Services (DSS),Department of Social Services,6986514,354503846,
Department of Social Services (DSS),Department of Social Services,6986514,354503847,
Department of Social Services (DSS),Department of Social Services,6986514,354503924,
Department of Social Services (DSS),Department of Social Services,6986514,354505188,
Department of Social Services (DSS),Department of Social Services,6986514,354506798,
Department of Social Services (DSS),Department of Social Services,6986514,354511730,
Department of Social Services (DSS),Department of Social Services,6986514,354516902,
Department of Social Services (DSS),Department of Social Services,6986514,354519838,
Department of Social Services (DSS),Department of Social Services,6986514,354522216,
Department of Social Services (DSS),Department of Social Services,6986514,354524646,
Department of Social Services (DSS),Department of Social Services,6986514,360075805,
Department of Social Services (DSS),Department of Social Services,6986514,399240426,
Department of Social Services (DSS),Department of Social Services,6986514,400836281,
Department of Social Services (DSS),Department of Social Services,6986514,429510722,
Department of Social Services (DSS),Department of Social Services,6986514,431708136,
Department of Social Services (DSS),Department of Social Services,6986514,436652875,
Department of Social Services (DSS),Department of Social Services,6986514,436665101,
Department of Social Services (DSS),Department of Social Services,6986514,436671433,
Department of Social Services (DSS),Department of Social Services,6986514,436672747,
Department of Social Services (DSS),Department of Social Services,6986514,436699000,
Department of Social Services (DSS),Department of Social Services,6986514,436866101,
Department of Social Services (DSS),Department of Social Services,6986514,470797108,NCATSICYP (www.ncatsicyp.gov.au)
Department of Social Services (DSS),Department of Social Services,6986514,470946294,www.renters.gov.au
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA ) - Anzac Portal,55685125,308257878,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA ) - Anzac Portal,55685125,353779900,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA ) - DSH Beta,169002152,382586487,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA ) - Veterans Employment Program Website,148714471,385399524,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - CLIK,326040494,455132198,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - CVC Toolbox GovCMS,159930216,352338545,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - Minister,67990327,352341272,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - MyService Production,121667649,391317953,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - Overseas Memorials,198477086,274397047,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - Overseas Memorials,198477086,364513633,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - PNG Remembrance Trail,249851113,342913717,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - PNG Remembrance Trail,249851113,371256513,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - Recognition (Veteran Card),177310629,370784734,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - SMRC,64857310,352344710,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - VRB GovCMS,176567539,352327209,
Department of Veterans' Affairs (DVA),Department of Veterans' Affairs (DVA) - VVCS,67998640,250575883,
Department of Veterans' Affairs (DVA),Department of Veterans’ Affairs (DVA) - live site (www.dva.gov.au),129191797,352346322,
Department of Veterans' Affairs (DVA),Nominal Rolls,463845837,463845837,
Digital Transformation Agency (DTA),Digital Transformation Agency (DTA),61222473,264036411,
Digital Transformation Agency (DTA),Digital Transformation Agency (DTA),61222473,374186162,
Digital Transformation Agency (DTA),Digital Transformation Agency (DTA),61222473,387652569,
Digital Transformation Agency (DTA),Digital Transformation Agency (DTA),61222473,398306182,
Digital Transformation Agency (DTA),Digital Transformation Agency (DTA),61222473,435730475,
Geoscience Australia,Geoscience Australia (GA),1501753,325661203,
Geoscience Australia,Geoscience Australia (GA),1501753,462406255,
Geoscience Australia,Geoscience Australia (GA),1501753,465994310,
Geoscience Australia,Geoscience Australia (GA),1501753,475113938,GA - Geoscience Australia - Division - Rollup - GA4
Geoscience Australia ,Geoscience Australia (GA),1501753,262761758,
Geoscience Australia ,Geoscience Australia (GA),1501753,271350884,
Geoscience Australia ,Geoscience Australia (GA),1501753,320770298,
Geoscience Australia ,Geoscience Australia (GA),1501753,323005093,
Geoscience Australia ,Geoscience Australia (GA),1501753,323014095,
Geoscience Australia ,Geoscience Australia (GA),1501753,323272418,
Geoscience Australia ,Geoscience Australia (GA),1501753,323284448,
Geoscience Australia ,Geoscience Australia (GA),1501753,323418983,
Geoscience Australia ,Geoscience Australia (GA),1501753,323517944,
Geoscience Australia ,Geoscience Australia (GA),1501753,323664359,
Geoscience Australia ,Geoscience Australia (GA),1501753,323665163,
Geoscience Australia ,Geoscience Australia (GA),1501753,323672836,
Geoscience Australia ,Geoscience Australia (GA),1501753,323681746,
Geoscience Australia ,Geoscience Australia (GA),1501753,323684353,
Geoscience Australia ,Geoscience Australia (GA),1501753,323686472,
Geoscience Australia ,Geoscience Australia (GA),1501753,323893291,
Geoscience Australia ,Geoscience Australia (GA),1501753,323897831,
Geoscience Australia ,Geoscience Australia (GA),1501753,323914193,
Geoscience Australia ,Geoscience Australia (GA),1501753,323934300,
Geoscience Australia ,Geoscience Australia (GA),1501753,323958244,
Geoscience Australia ,Geoscience Australia (GA),1501753,325003554,
Geoscience Australia ,Geoscience Australia (GA),1501753,325016792,
Geoscience Australia ,Geoscience Australia (GA),1501753,325027102,
Geoscience Australia ,Geoscience Australia (GA),1501753,325030016,
Geoscience Australia ,Geoscience Australia (GA),1501753,325034259,
Geoscience Australia ,Geoscience Australia (GA),1501753,325053626,
Geoscience Australia ,Geoscience Australia (GA),1501753,325964160,
Geoscience Australia ,Geoscience Australia (GA),1501753,367096068,
Geoscience Australia ,Geoscience Australia (GA),1501753,376223582,
Geoscience Australia ,Geoscience Australia (GA),1501753,376545606,
Geoscience Australia ,Geoscience Australia (GA),1501753,379499813,
Geoscience Australia ,Geoscience Australia (GA),1501753,386246141,
Geoscience Australia ,Geoscience Australia (GA),1501753,387503459,
Geoscience Australia ,Geoscience Australia (GA),1501753,406906398,
Geoscience Australia ,Geoscience Australia (GA),1501753,410265705,
Geoscience Australia ,Geoscience Australia (GA),1501753,412155184,
Geoscience Australia ,Geoscience Australia (GA),1501753,412179828,
Geoscience Australia ,Geoscience Australia (GA),1501753,447803045,
Geoscience Australia ,Geoscience Australia (GA),1501753,449727877,
Geoscience Australia ,Geoscience Australia (GA),1501753,452144839,
Geoscience Australia ,Geoscience Australia (GA),1501753,456198296,
Geoscience Australia ,Geoscience Australia (GA),1501753,456390759,
Geoscience Australia ,Geoscience Australia (GA),1501753,456396928,
Geoscience Australia ,Geoscience Australia (GA),1501753,456400575,
Geoscience Australia ,Geoscience Australia (GA),1501753,456405392,
HealthDirect Australia (HDA),Healthdirect Australia - Amazon Connect Interface,162958447,228240950,
HealthDirect Australia (HDA),Healthdirect Australia - My Aged Care Info Hub,213674913,294646352,
HealthDirect Australia (HDA),Healthdirect Australia - My Aged Care Info Hub,213674913,294657625,
HealthDirect Australia (HDA),Healthdirect Australia - NHSD (GA4),257217245,353660464,
HealthDirect Australia (HDA),Healthdirect Australia - NHSD (GA4),257217245,353692396,
HealthDirect Australia (HDA),Healthdirect Australia - Pregnancy Birth and Baby (GA4),256430570,287645204,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,208744809,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,224303095,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,249590767,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,309165424,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,352881202,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,359294343,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,420030150,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,425539315,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,436224277,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,439168525,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,441532200,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,446344510,
HealthDirect Australia (HDA),Healthdirect Australia (GA4),256401119,450011388,
HealthDirect Australia (HDA),Healthdirect Australia (Under review),5303301,282535004,
HealthDirect Australia (HDA),Healthdirect Australia (Under review),5303301,369374982,
HealthDirect Australia (HDA),Healthdirect Australia (Under review),5303301,400210489,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,313298319,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,315286377,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,316476376,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,316702790,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,325081209,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,325107057,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,354579288,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,359629289,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,456069168,
Independent Hospital Pricing Authority - Health,1.0 Independent Health and Aged Care Pricing Authority (IHACPA),47901945,478809715,
Independent Hospital Pricing Authority - Health,2.0 Independent Hospital Pricing Authority,43327539,281213708,
Independent Hospital Pricing Authority - Health,2.0 Independent Hospital Pricing Authority,43327539,281236208,
Inspector General of Taxation (IGT),Inspector-General of Taxation Ombudsman (IGTO) - Websites,159124604,415879057,
Museum of Australian Democracy Old Parliament House ,Museum of Australian Democracy (MoADOPH),4526893,310230868,
Museum of Australian Democracy Old Parliament House ,Museum of Australian Democracy (MoADOPH),4526893,386239446,
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,276892516,x NO HITS - http://colsearch.nfsa.gov.au - GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,352850073,Timeline GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,345646111,06 Digital Learning GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,373509359,New website name
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,398954692,X_Incorrect_NFSA GTM - GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,252005523,Carriberrie Online GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,442077357,Collection Offers
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,425371337,01 NFSA Roll up GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,374742943,04 Player GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,352850080,08 Film Australia Collection GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,317725799,02 NFSA GA4 (incl. Ferve)
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,352894932,Mabo Native Title GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,346437374,07 Shop GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,281857900,Twelve Canoes GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,427382988,Service Now (Development)
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,364428538,X_Retired_DIY Doco - GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,437760463,NTLC GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,365851636,Still Our Country GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,345402392,03 STC (Search The Collection) GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,385134204,Starstruck GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,321152746,05 ASO GA4
National Film and Sound Archive of Australia (NFSA),nfsa.gov.au,17256790,308412503,Blizzard GA4
National Gallery of Australia (NGA),National Gallery of Australia (NGA) - https://knowmyname.nga.gov.au,183102974,252945952,
National Gallery of Australia (NGA),National Gallery of Australia (NGA) - Know My Name Microsite,183100109,252948464,
National Gallery of Australia (NGA),National Gallery of Australia (NGA) - www.nga.gov.au,1571219,355610811,
National Gallery of Australia (NGA),National Gallery of Australia (NGA) - www.nga.gov.au,1571219,365818268,
National Gallery of Australia (NGA),National Gallery of Australia (NGA) - www.nga.gov.au,1571219,464140396,
National Library of Australia (NLA),National Library of Australia (NLA),807909,307763837,
National Library of Australia (NLA),National Library of Australia (NLA),807909,307968117,
National Library of Australia (NLA),National Library of Australia (NLA),807909,308408376,
National Library of Australia (NLA),National Library of Australia (NLA),807909,320990896,
National Library of Australia (NLA),National Library of Australia (NLA),807909,321004572,
National Library of Australia (NLA),National Library of Australia (NLA),807909,331500272,
National Library of Australia (NLA),National Library of Australia (NLA),807909,341390094,
National Library of Australia (NLA),National Library of Australia (NLA),807909,342402364,
National Library of Australia (NLA),National Library of Australia (NLA),807909,359045128,
National Library of Australia (NLA),National Library of Australia (NLA),807909,359114173,
National Library of Australia (NLA),National Library of Australia (NLA),807909,386441511,
National Library of Australia (NLA),National Library of Australia (NLA),807909,386692083,
National Library of Australia (NLA),National Library of Australia (NLA),807909,389419120,
National Library of Australia (NLA),National Library of Australia (NLA),807909,395316516,
National Library of Australia (NLA),National Library of Australia (NLA),807909,411271718,
National Library of Australia (NLA),National Library of Australia (NLA),807909,420534224,
National Library of Australia (NLA),National Library of Australia (NLA),807909,420551502,
National Library of Australia (NLA),National Library of Australia (NLA),807909,449128651,
National Library of Australia (NLA),National Library of Australia (NLA),807909,454040099,
National Library of Australia (NLA),National Library of Australia (NLA),807909,458799464,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - Drupal,58733616,325017820,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,401218713,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,401249361,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,413574354,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,413597003,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,413601455,
Office of the Registrar of Indigenous Corporations (ORIC),ORIC - sub-domains,5349908,413612058,
Prime Minister and Cabinet,PMC - Indigenous Affairs,122447853,445568842,
Reserve Bank of Australia (RBA),RBA - AFXC,152929886,339929872,
Reserve Bank of Australia (RBA),RBA - Banknotes,149161675,340121797,
Reserve Bank of Australia (RBA),RBA - CFR,152928505,340230171,
Reserve Bank of Australia (RBA),RBA - HC Coombs,25487432,340230883,
Reserve Bank of Australia (RBA),RBA - Intranet,150351078,334282042,
Reserve Bank of Australia (RBA),RBA - Intranet,150351078,366322679,
Reserve Bank of Australia (RBA),RBA - Intranet,150351078,368262724,
Reserve Bank of Australia (RBA),RBA - main site,135644503,273414624,
Reserve Bank of Australia (RBA),RBA - main site,135644503,339901697,
Reserve Bank of Australia (RBA),RBA - Museum,145840710,340246634,
Reserve Bank of Australia (RBA),RBA - Securitisations Industry Forum,155399077,340225019,
Reserve Bank of Australia (RBA),RBA - Unreserved,180930239,340238673,
Royal Australian Mint (RAMINT),Websites at ramint.gov.au,34127374,313015696,
Royal Australian Mint (RAMINT),Websites at ramint.gov.au,34127374,313074936,
Royal Australian Mint (RAMINT),Websites at ramint.gov.au,34127374,313635042,
Services Australia (SA),GA4 M365 INTRANET-DEV,286964497,408734123,
Services Australia (SA),Services Australia - Intranet,2785808,272823570,
Services Australia (SA),Services Australia - Intranet,2785808,390345485,
Services Australia (SA),Services Australia - Intranet,2785808,406593309,
Services Australia (SA),Services Australia - Medicare Analytics,189006508,263758909,
Services Australia (SA),Services Australia - Medicare Analytics,189006508,263804591,
Services Australia (SA),Services Australia - Medicare Analytics,189006508,263901173,
Services Australia (SA),Services Australia - Medicare Analytics,189006508,263908241,
Services Australia (SA),Services Australia - Medicare Analytics,189006508,456712223,
Services Australia (SA),Services Australia - www.servicesaustralia.gov.au,24200153,328365253,
Services Australia (SA),Services Australia Misc websites,64709072,322883993,
Services Australia (SA),Services Australia Misc websites,64709072,385648298,
Services Australia (SA),Services Australia Misc websites,64709072,386326535,
Services Australia (SA),Services Australia Misc websites,64709072,411476610,
Tax Practitioners Board (TPB),Tax Practioners Board (TPB),13035849,343811126,
Tax Practitioners Board (TPB),Tax Practioners Board (TPB),13035849,346716757,
Tax Practitioners Board (TPB),Tax Practioners Board (TPB),13035849,387741727,
Tax Practitioners Board (TPB),Tax Practioners Board (TPB),13035849,388770200,
Tax Practitioners Board (TPB),Tax Practioners Board (TPB),13035849,450791134,
Test Agency,Test Account,11111111,11111111,
Therapeutic Goods Administration (TGA),TGA - tga.website@tga.gov.au,29727637,297093492,
Therapeutic Goods Administration (TGA),TGA - tga.website@tga.gov.au,29727637,353452080,
Therapeutic Goods Administration (TGA),TGA - tga.website@tga.gov.au,29727637,376221576,
Therapeutic Goods Administration (TGA),TGA - tga.website@tga.gov.au,29727637,376241796,
Unassigned,DESE,155702697,219605809,
Unassigned,DESE,155702697,317438494,
Unassigned,DESE,155702697,317447267,
Unassigned,DESE,155702697,317464548,
Unassigned,DESE,155702697,382041872,
Workplace Gender Equality Agency (WGEA),WGEA Agency Website,38375697,378944066,
Workplace Gender Equality Agency (WGEA),WGEA Agency Website,38375697,439500937,
Workplace Gender Equality Agency (WGEA),WGEA Agency Website,38375697,474222395,End the Gender Pay Gap
